Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8,Alcoholic Drinks,12,4,Total Volume,Dragonyte Brewery,million litres,2017,31/12/17,5,932.0519445
8,Alcoholic Drinks,12,4,Total Volume,Dragonyte Brewery,million litres,2018,31/12/18,6,756.7937316
8,Alcoholic Drinks,12,4,Total Volume,Dragonyte Brewery,million litres,2019,31/12/19,7,742.0596803
8,Alcoholic Drinks,12,4,Total Volume,Dragonyte Brewery,million litres,2020,20/12/31,8,760.7616556
8,Alcoholic Drinks,12,4,Total Volume,Dragonyte Brewery,million litres,2021,31/12/21,9,769.1901996
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2016,31/12/16,4,847.4904246
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2017,31/12/17,5,838.7588785
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2018,18/12/31,6,2.126975954
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2019,31/12/19,7,2.18121416
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2020,31/12/20,8,2.418674955
8,Alcoholic Drinks,12,4,Total Volume,Heineken NV,million litres,2021,31/12/21,9,2.749249972
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2016,31/12/16,4,657.5297069
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2017,17/12/31,5,667.1753921
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2018,18/12/31,6,701.6802018
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2019,19/12/31,7,680.1290607
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2020,31/12/20,8,680.0311665
8,Alcoholic Drinks,12,4,Total Volume,Kirin Holdings Co Ltd,million litres,2021,31/12/21,9,665.7936148
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2016,31/12/16,4,656.503567
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2017,31/12/17,5,648.4320878
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2018,18/12/31,6,832.2546267
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2019,31/12/19,7,711.8772161
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2020,31/12/20,8,619.0575946
8,Alcoholic Drinks,12,4,Total Volume,Henan Jinxing Brewery Group,million litres,2021,31/12/21,9,579.6299391
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2016,31/12/16,4,524.7542007
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2017,31/12/17,5,518.2953946
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2018,31/12/18,6,450.0593771
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2019,31/12/19,7,447.2502004
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2020,31/12/20,8,453.8588102
8,Alcoholic Drinks,12,4,Total Volume,Asahi Group Holdings Ltd,million litres,2021,31/12/21,9,455.5295585
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2016,31/12/16,4,456.1806115
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2017,17/12/31,5,455.1379492
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2018,31/12/18,6,514.9649892
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2019,19/12/31,7,504.150702
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2020,31/12/20,8,487.8666438
8,Alcoholic Drinks,12,4,Total Volume,Thai Beverage PCL,million litres,2021,31/12/21,9,465.9125922
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2016,31/12/16,4,451.0034064
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2017,17/12/31,5,432.0612608
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2018,18/12/31,6,349.0671039
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2019,31/12/19,7,349.6868966
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2020,31/12/20,8,365.7724847
8,Alcoholic Drinks,12,4,Total Volume,Suntory Holdings Ltd,million litres,2021,31/12/21,9,385.2646601
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2016,31/12/16,4,395.4210749
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2017,17/12/31,5,400.4843475
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2018,31/12/18,6,252.5820815
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2019,19/12/31,7,247.0752163
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2020,31/12/20,8,247.3342338
8,Alcoholic Drinks,12,4,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2021,31/12/21,9,247.1698771
8,Alcoholic Drinks,12,4,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2018,18/12/31,6,247.2263801
8,Alcoholic Drinks,12,4,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2019,31/12/19,7,249.8170502
8,Alcoholic Drinks,12,4,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2020,20/12/31,8,204.9936557
8,Alcoholic Drinks,12,4,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2021,31/12/21,9,200.8436426
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2016,31/12/16,4,220.0423684
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2017,31/12/17,5,224.6942063
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2018,31/12/18,6,229.8692569
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2019,31/12/19,7,234.7981452
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2020,31/12/20,8,121.9133692
8,Alcoholic Drinks,12,4,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2021,21/12/31,9,252.4012676
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2016,31/12/16,4,245.0377497
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2017,31/12/17,5,236.5060584
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2018,18/12/31,6,237.4074229
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2019,31/12/19,7,232.6357347
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2020,20/12/31,8,291.8163857
8,Alcoholic Drinks,12,4,Total Volume,Oettinger Brauerei GmbH,million litres,2021,31/12/21,9,286.3517105
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2016,31/12/16,4,264.4454891
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2017,31/12/17,5,246.2575753
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2018,31/12/18,6,234.2233809
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2019,31/12/19,7,225.6155648
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2020,31/12/20,8,197.4753275
8,Alcoholic Drinks,12,4,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2021,31/12/21,9,173.2399718
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2016,31/12/16,4,170.1216727
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2017,31/12/17,5,172.588426
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2018,31/12/18,6,171.1213957
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2019,31/12/19,7,170.2657969
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2020,20/12/31,8,171.0319954
8,Alcoholic Drinks,12,4,Total Volume,Diageo Plc,million litres,2021,21/12/31,9,155.0183908
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2016,31/12/16,4,160.0916137
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2017,31/12/17,5,165.8258295
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2018,31/12/18,6,167.8928668
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2019,31/12/19,7,168.4190699
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2020,20/12/31,8,167.5316457
8,Alcoholic Drinks,12,4,Total Volume,Anadolu Group,million litres,2021,31/12/21,9,158.7030372
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2016,31/12/16,4,155.1011506
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2017,31/12/17,5,150.8393218
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2018,31/12/18,6,147.3599981
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2019,19/12/31,7,148.0420426
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2020,20/12/31,8,152.4069533
8,Alcoholic Drinks,12,4,Total Volume,Sapporo Holdings Ltd,million litres,2021,31/12/21,9,169.9693601
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2016,31/12/16,4,166.3922772
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2017,31/12/17,5,166.491575
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2018,31/12/18,6,152.5427652
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2019,31/12/19,7,146.2809083
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2020,31/12/20,8,142.471501
8,Alcoholic Drinks,12,4,Total Volume,Obolon PAT,million litres,2021,31/12/21,9,108.6411162
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2016,31/12/16,4,112.8781064
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2017,31/12/17,5,118.2299982
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2018,31/12/18,6,123.6212807
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2019,31/12/19,7,129.1224312
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2020,31/12/20,8,134.8193719
8,Alcoholic Drinks,12,4,Total Volume,San Miguel Corp,million litres,2021,31/12/21,9,112.6917252
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2016,31/12/16,4,111.728992
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2017,17/12/31,5,111.6939254
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2018,31/12/18,6,113.6588361
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2019,31/12/19,7,123.6290116
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2020,20/12/31,8,123.6444536
8,Alcoholic Drinks,12,4,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2021,31/12/21,9,102.2147033
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2016,31/12/16,4,99.63064058
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2017,31/12/17,5,98.36513215
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2018,31/12/18,6,100.9720413
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2019,19/12/31,7,102.6240639
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2020,20/12/31,8,103.8155288
8,Alcoholic Drinks,12,4,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2021,31/12/21,9,93.7275919
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2016,31/12/16,4,95.18999396
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2017,17/12/31,5,102.3219326
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2018,31/12/18,6,100.9182188
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2019,31/12/19,7,101.0203526
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2020,31/12/20,8,102.4487664
8,Alcoholic Drinks,12,4,Total Volume,Oetker-Gruppe,million litres,2021,31/12/21,9,97.49074308
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2016,31/12/16,4,98.10504334
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2017,17/12/31,5,98.53357935
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2018,18/12/31,6,99.30684536
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2019,31/12/19,7,99.84901722
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2020,31/12/20,8,99.46798159
8,Alcoholic Drinks,12,4,Total Volume,Hangzhou Qiandaohu Brewery Co Ltd,million litres,2021,31/12/21,9,86.70022891
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2016,31/12/16,4,86.13745244
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2017,31/12/17,5,84.89845891
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2018,31/12/18,6,84.32022285
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2019,31/12/19,7,86.41400653
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2020,31/12/20,8,86.8688327
8,Alcoholic Drinks,12,4,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2021,21/12/31,9,78.08879915
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2016,16/12/31,4,77.41574085
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2017,31/12/17,5,76.63245507
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2018,31/12/18,6,76.16000239
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2019,19/12/31,7,76.27999873
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2020,31/12/20,8,76.62511626
8,Alcoholic Drinks,12,4,Total Volume,Romaqua Group SA,million litres,2021,31/12/21,9,37.2991752
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2016,31/12/16,4,41.99999982
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2017,31/12/17,5,46.99999908
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2018,31/12/18,6,57.42000044
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2019,31/12/19,7,64.00000299
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2020,31/12/20,8,66.32000057
8,Alcoholic Drinks,12,4,Total Volume,Mahou SA,million litres,2021,31/12/21,9,62.80681681
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2016,31/12/16,4,61.60093246
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2017,31/12/17,5,62.15533629
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2018,31/12/18,6,61.87564306
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2019,31/12/19,7,61.75189093
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2020,20/12/31,8,62.09770474
8,Alcoholic Drinks,12,4,Total Volume,Ochakovo MPBK ZAO,million litres,2021,31/12/21,9,42.66426297
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2016,31/12/16,4,43.05845416
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2017,31/12/17,5,45.52465659
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2018,31/12/18,6,49.84901599
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2019,31/12/19,7,52.97095261
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2020,20/12/31,8,55.79369595
8,Alcoholic Drinks,12,4,Total Volume,Perla Browary Lubelskie SA,million litres,2021,31/12/21,9,42.3720644
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2016,16/12/31,4,44.2023551
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2017,31/12/17,5,47.08108758
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2018,18/12/31,6,48.51325639
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2019,31/12/19,7,50.45074298
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2020,31/12/20,8,51.67584957
8,Alcoholic Drinks,12,4,Total Volume,Asia Brewery Inc,million litres,2021,21/12/31,9,62.60317064
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2016,31/12/16,4,59.66287763
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2017,31/12/17,5,57.83199931
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2018,31/12/18,6,54.68347214
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2019,31/12/19,7,52.08964362
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2020,31/12/20,8,49.9293923
8,Alcoholic Drinks,12,4,Total Volume,Birra Castello SpA,million litres,2021,31/12/21,9,47.32306154
8,Alcoholic Drinks,12,4,Total Volume,Persha Pryvatna Brovarnya AT,million litres,2018,31/12/18,6,47.85356419
8,Alcoholic Drinks,12,4,Total Volume,Persha Pryvatna Brovarnya AT,million litres,2019,31/12/19,7,47.16795482
8,Alcoholic Drinks,12,4,Total Volume,Persha Pryvatna Brovarnya AT,million litres,2020,31/12/20,8,47.3942641
8,Alcoholic Drinks,12,4,Total Volume,Persha Pryvatna Brovarnya AT,million litres,2021,21/12/31,9,46.95559299
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2016,31/12/16,4,49.78704377
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2017,17/12/31,5,54.32632595
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2018,31/12/18,6,53.17756889
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2019,31/12/19,7,52.61404833
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2020,31/12/20,8,52.54491681
8,Alcoholic Drinks,12,4,Total Volume,Damm SA,million litres,2021,31/12/21,9,51.738259
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2016,31/12/16,4,48.78273249
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2017,31/12/17,5,25.11000024
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2018,18/12/31,6,25.01373801
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2019,31/12/19,7,27.27194656
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2020,31/12/20,8,29.46694292
8,Alcoholic Drinks,12,4,Total Volume,Van Pur SA,million litres,2021,31/12/21,9,31.56891414
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2016,31/12/16,4,33.94000075
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2017,31/12/17,5,36.2176922
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2018,31/12/18,6,38.15356032
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2019,31/12/19,7,35.80509855
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2020,31/12/20,8,31.0543633
8,Alcoholic Drinks,12,4,Total Volume,Royal Unibrew A/S,million litres,2021,31/12/21,9,24.98168436
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2016,31/12/16,4,29.95827186
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2017,31/12/17,5,24.12368852
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2018,18/12/31,6,24.87152556
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2019,31/12/19,7,25.66672723
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2020,31/12/20,8,26.37379526
8,Alcoholic Drinks,12,4,Total Volume,European Food SA,million litres,2021,31/12/21,9,26.98821011
8,Alcoholic Drinks,12,4,Total Volume,SABMiller Plc,million litres,2016,16/12/31,4,27.63233807
8,Alcoholic Drinks,12,4,Total Volume,SABMiller Plc,million litres,2017,17/12/31,5,24.73043938
8,Alcoholic Drinks,12,4,Total Volume,SABMiller Plc,million litres,2018,31/12/18,6,23.96379636
8,Alcoholic Drinks,12,4,Total Volume,SABMiller Plc,million litres,2019,31/12/19,7,25.11405882
8,Alcoholic Drinks,12,4,Total Volume,China Resources Enterprise Ltd,million litres,2016,16/12/31,4,25.01360288
8,Alcoholic Drinks,12,4,Total Volume,China Resources Enterprise Ltd,million litres,2017,31/12/17,5,24.95106919
8,Alcoholic Drinks,12,4,Total Volume,China Resources Enterprise Ltd,million litres,2018,18/12/31,6,25.17313312
8,Alcoholic Drinks,12,4,Total Volume,Shanghai Donghai Brewery Co Ltd,million litres,2016,31/12/16,4,11.89397971
8,Alcoholic Drinks,12,4,Total Volume,Shanghai Donghai Brewery Co Ltd,million litres,2017,31/12/17,5,12.02885039
8,Alcoholic Drinks,12,4,Total Volume,Shanghai Donghai Brewery Co Ltd,million litres,2018,31/12/18,6,12.15700423
8,Alcoholic Drinks,12,4,Total Volume,Pabst Brewing Co,million litres,2016,31/12/16,4,17.73157276
8,Alcoholic Drinks,12,4,Total Volume,Pabst Brewing Co,million litres,2017,31/12/17,5,23.70659252
8,Alcoholic Drinks,12,4,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,million litres,2016,16/12/31,4,24.78939419
8,Alcoholic Drinks,12,4,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,million litres,2017,31/12/17,5,28.41984627
8,Alcoholic Drinks,12,4,Total Volume,Siping Ginsber Draft Beer Co Ltd,million litres,2016,31/12/16,4,25.7317699
8,Alcoholic Drinks,12,4,Total Volume,Siping Ginsber Draft Beer Co Ltd,million litres,2017,31/12/17,5,23.04191243
8,Alcoholic Drinks,12,4,Total Volume,Chongqing Brewery Co Ltd,million litres,2016,31/12/16,4,22.12294662
8,Alcoholic Drinks,12,4,Total Volume,Kingway Brewery Holdings Ltd,million litres,2016,16/12/31,4,20.9616174
8,Alcoholic Drinks,12,4,Total Volume,Lanzhou Huanghe Beer Co Ltd,million litres,2016,31/12/16,4,19.85948109
8,Alcoholic Drinks,12,4,Total Volume,Tibet Galaxy Science & Technology Development Co Ltd,million litres,2016,31/12/16,4,30.18578489
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2016,31/12/16,4,26.16985436
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2017,31/12/17,5,26.40037681
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2018,31/12/18,6,7.205730463
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2019,31/12/19,7,12.67400562
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2020,20/12/31,8,18.14447525
8,Alcoholic Drinks,12,4,Total Volume,Private Label,million litres,2021,31/12/21,9,167.3617226
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2016,31/12/16,4,173.7384566
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2017,31/12/17,5,172.0590186
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2018,31/12/18,6,176.5700067
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2019,19/12/31,7,184.1519022
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2020,31/12/20,8,809.4411997
8,Alcoholic Drinks,12,4,Total Volume,Others,million litres,2021,21/12/31,9,801.5760892
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2016,16/12/31,4,807.5026591
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2017,31/12/17,5,806.7338822
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2018,31/12/18,6,39.20000002
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2019,19/12/31,7,43.10000079
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2020,31/12/20,8,110.1570485
8,Alcoholic Drinks,10,4,Total Volume,Anheuser-Busch InBev NV,million litres,2021,31/12/21,9,928.4329783
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2016,16/12/31,4,927.9053593
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2017,31/12/17,5,927.2771293
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2018,31/12/18,6,928.838911
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2019,19/12/31,7,932.7838477
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2020,31/12/20,8,926.4431483
8,Alcoholic Drinks,10,4,Total Volume,Heineken NV,million litres,2021,31/12/21,9,3298.265755
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2016,31/12/16,4,3176.202676
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2017,31/12/17,5,3018.27813
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2018,31/12/18,6,2991.491022
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2019,31/12/19,7,2931.524522
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2020,31/12/20,8,2823.223548
8,Alcoholic Drinks,10,4,Total Volume,Carlsberg A/S,million litres,2021,31/12/21,9,4228.443993
