Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2012,12/31/2012,343623855
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2013,12/31/2013,3405608998
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,3246010103
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,3170140321
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,3128961779
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,3173619155
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,326518855
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,3297487908
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,3374930048
7,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,3485553422
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2007,12/31/2007,3852884632
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2008,12/31/2008,4430275364
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2009,12/31/2009,4921874045
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2010,12/31/2010,6477383639
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2011,12/31/2011,6446830256
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2012,12/31/2012,6458602752
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2013,12/31/2013,5184950907
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2014,12/31/2014,5151338138
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2015,12/31/2015,4664583842
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2016,12/31/2016,4702553646
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2017,12/31/2017,4590264123
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2018,12/31/2018,4192668041
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2019,12/31/2019,4513810059
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2020,12/31/2020,4759812579
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2021,12/31/2021,4902130644
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2007,12/31/2007,1475155253
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2008,12/31/2008,3016910931
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2009,12/31/2009,4425132557
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2010,12/31/2010,5407438176
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2011,12/31/2011,6860549793
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2012,12/31/2012,8498502845
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2013,12/31/2013,8071608436
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2014,12/31/2014,9345295094
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2015,12/31/2015,9727139199
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2016,12/31/2016,100957872
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2017,12/31/2017,9982685794
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2018,12/31/2018,9908129231
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2019,12/31/2019,1002339217
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2020,12/31/2020,1068034486
3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2021,12/31/2021,1126827073
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,5018434
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,6168693
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,6614576
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,7289315
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,8388051
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,7975634
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,737569
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,7300322
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,456492
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,7120361
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,8704169
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,9720165
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,11793221
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,10816764
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,11177302
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,1184769
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2007,12/31/2007,54151872
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2008,12/31/2008,87909437
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2009,12/31/2009,109331913
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2010,12/31/2010,124481662
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2011,12/31/2011,143398181
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2012,12/31/2012,154140795
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2013,12/31/2013,132684913
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,196450217
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,215716116
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,213736462
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,206746271
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,196822827
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,198985954
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,201176167
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,205489461
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2007,12/31/2007,214266721
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2008,12/31/2008,437279879
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2009,12/31/2009,555667507
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2010,12/31/2010,644355487
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2011,12/31/2011,753023981
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2012,12/31/2012,83096788
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2013,12/31/2013,941398397
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2014,12/31/2014,1132477782
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2015,12/31/2015,1095291737
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2016,12/31/2016,1117763139
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2017,12/31/2017,1004404707
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2018,12/31/2018,989081228
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2019,12/31/2019,1115630998
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2020,12/31/2020,1182077411
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2021,12/31/2021,1317551611
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2007,12/31/2007,2403428413
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2008,12/31/2008,7626891998
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2009,12/31/2009,1071432751
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2010,12/31/2010,1547484653
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2011,12/31/2011,1896929025
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2012,12/31/2012,2149380462
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2013,12/31/2013,2268858224
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2014,12/31/2014,250754591
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2015,12/31/2015,2350657514
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2016,12/31/2016,2328754151
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2017,12/31/2017,2267456746
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2018,12/31/2018,2237159613
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2019,12/31/2019,2047397184
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2020,12/31/2020,1890691005
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Department Stores,3,million litres,2021,12/31/2021,1805577405
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,1604433
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,1652528
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,1682455
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,2721773
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,2779206
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,20838243
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,22165641
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,35238206
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,47711316
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,49257034
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,49081036
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,66343314
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,75170062
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2007,12/31/2007,816177274
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2008,12/31/2008,882794328
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2009,12/31/2009,992182611
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2010,12/31/2010,1158265501
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2011,12/31/2011,1171773379
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2012,12/31/2012,1149348629
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2013,12/31/2013,1017389315
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2014,12/31/2014,1143080339
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2015,12/31/2015,1270773182
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2016,12/31/2016,1498768196
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2017,12/31/2017,1597596418
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2018,12/31/2018,1766953403
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2019,12/31/2019,1858106819
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2020,12/31/2020,194167799
4,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Department Stores,3,000 litres,2021,12/31/2021,1976580447
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2007,12/31/2007,145571804
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2008,12/31/2008,129415141
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2009,12/31/2009,154266755
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2010,12/31/2010,181602365
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2011,12/31/2011,230960979
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2012,12/31/2012,249170823
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2013,12/31/2013,2408156
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2014,12/31/2014,286621102
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2015,12/31/2015,476427144
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2016,12/31/2016,558086981
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2017,12/31/2017,711195017
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2018,12/31/2018,818429293
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2019,12/31/2019,872404996
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2020,12/31/2020,928884457
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Department Stores,3,million litres,2021,12/31/2021,110082352
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2007,12/31/2007,1262516
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2008,12/31/2008,1312446
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2009,12/31/2009,1382687
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2010,12/31/2010,1422818
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2011,12/31/2011,1453783
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2012,12/31/2012,1493266
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2013,12/31/2013,1543527
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2014,12/31/2014,1583476
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2015,12/31/2015,1602977
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2016,12/31/2016,1573288
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2017,12/31/2017,1543379
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2018,12/31/2018,150371
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2019,12/31/2019,1494508
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2020,12/31/2020,1466205
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2021,12/31/2021,1447046
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2007,12/31/2007,65443393
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2008,12/31/2008,46064104
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2009,12/31/2009,4511589
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2010,12/31/2010,47518132
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2011,12/31/2011,47719262
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2012,12/31/2012,944977
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2013,12/31/2013,10692872
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2014,12/31/2014,108439883
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2015,12/31/2015,11181633
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2016,12/31/2016,119060675
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2017,12/31/2017,118575352
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2018,12/31/2018,131899485
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2019,12/31/2019,12564306
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2020,12/31/2020,130694821
3,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,000 litres,2021,12/31/2021,133315175
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2007,12/31/2007,3113316709
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2008,12/31/2008,3378083133
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2009,12/31/2009,3752265095
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2010,12/31/2010,3616875227
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2011,12/31/2011,4274210446
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2012,12/31/2012,4646268059
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2013,12/31/2013,4993068542
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2014,12/31/2014,5367284293
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2015,12/31/2015,5466656381
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2016,12/31/2016,5747931914
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2017,12/31/2017,6026992662
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2018,12/31/2018,6269416743
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2019,12/31/2019,6450171994
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2020,12/31/2020,6655603186
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2021,12/31/2021,7046657295
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2007,12/31/2007,1760659411
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2008,12/31/2008,1780078488
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2009,12/31/2009,1761810029
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2010,12/31/2010,1770125933
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2011,12/31/2011,1553547761
4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Other Non-Grocery Alcoholic Drinks Specialists,3,million litres,2012,12/31/2012,1606388432
